Title,China Runtime,Converted,China Release Date,Budget,Genres,Original Language,Production Company,Global Release Date,Revenue,Global Runtime,Difference
Jack and Jill,01:27:09,87,,79000000,Comedy ;,en,Columbia Pictures ;Happy Madison Productions ;Broken Road Productions ;,11/11/11,149673788,91,-4
Ardennes Fury,01:27:04,87,,0,War ;Action ;,en,The Asylum ;,11/14/11,0,87,0
"Guns, Girls and Gambling",01:27:53,87,,0,Crime ;Thriller ;,en,Freefall Films ;Incognito Pictures ;Hollywood Sky Entertainment ;Releaseme Productions ;,11/14/11,0,85,2
The Muppets,01:42:44,102,,45000000,Comedy ;Family ;Music ;,en,Walt Disney Pictures ;,11/22/11,165184237,103,-1
Sherlock Holmes: A Game of Shadows,02:08:44,128,1/15/12,125000000,Adventure ;Action ;Crime ;Mystery ;,en,Village Roadshow Pictures ;Silver Pictures ;Lin Pictures ;Warner Bros ;Wigram Productions ;,11/22/11,334615000,129,-1
Hugo,02:06:21,126,5/31/12,170000000,Adventure ;Drama ;Family ;,en,Paramount Pictures ;Infinitum Nihil ;GK Films ;,11/22/11,185770160,126,0
After the Sunset,01:32:39,92,,60000000,Action ;Comedy ;Crime ;Drama ;,en,New Line Cinema ;Contrafilm ;Firm Films ;,12/04/11,61347797,97,-5
Young Adult,01:29:49,89,12/9/11,12000000,Comedy ;Drama ;,en,Paramount Pictures ;Denver and Delilah Productions ;Indian Paintbrush ;,12/16/11,22939027,94,-5
We Bought a Zoo,02:03:53,123,,50000000,Drama ;Comedy ;Family ;,en,Twentieth Century Fox Film Corporation ;Dune Entertainment ;Vinyl Films ;LBI Entertainment ;,12/22/11,120081841,124,-1
War Horse,02:26:40,146,2/28/12,66000000,Drama ;War ;,en,DreamWorks SKG ;Amblin Entertainment ;Reliance Entertainment ;Kennedy ;Marshall Company ;The ;Touchstone Pictures ;,12/25/11,177584879,146,0
The Lord of the Rings: The Return of the King,03:21:01,201,3/12/04,94000000,Adventure ;Fantasy ;Action ;,en,WingNut Films ;New Line Cinema ;,01/03/12,1118888979,201,0
The Nativity Story,01:40:54,100,,35000000,Drama ;History ;,en,New Line Cinema ;Sound for Film ;Temple Hill Entertainment ;,01/06/12,0,101,-1
Christmas Mail,01:29:33,89,12/12/10,0,Comedy ;Family ;,en,,01/10/12,0,89,0
Joyful Noise,01:57:47,117,,0,Comedy ;Music ;,en,Alcon Entertainment ;Entertainment ;Farrell Paura Productions ;Gospel Truth Pictures ;,01/13/12,0,117,0
Man on a Ledge,01:42:06,102,,42000000,Action ;Thriller ;Crime ;,en,Summit Entertainment ;Di Bonaventura Picture ;,01/13/12,46221189,102,0
Red Tails,02:04:56,124,,58000000,Drama ;Action ;Adventure ;History ;War ;,en,Lucasfilm ;Twentieth Century Fox Film Corporation ;Partnership Pictures ;,01/19/12,50365377,125,-1
Journey 2: The Mysterious Island,01:34:10,94,2/10/12,79000000,Adventure ;Action ;Science ;Fiction ;,en,New Line Cinema ;Contrafilm ;Walden Media ;,01/19/12,355692760,94,0
The Grey,01:57:32,117,5/18/12,25000000,Action ;Drama ;Thriller ;,en,Scott Free Productions ;Private Defense Contractors ;LD Entertainment ;Open Road Films ;Inferno Distribution ;Chambara Pictures ;,01/26/12,77278331,117,0
Black Swan,01:39:04,99,,13000000,Drama ;Thriller ;,en,Fox Searchlight Pictures ;Dune Entertainment ;Protozoa Pictures ;Cross Creek Pictures ;,02/10/12,327803731,108,-9
This Means War,01:33:38,93,6/16/12,65000000,Action ;Comedy ;Romance ;,en,Dune Entertainment ;Overbrook Films ;Robert Simonds Productions ;,02/14/12,156974557,103,-10
Man Down,01:29:19,89,10/30/15,0,Drama ;Thriller ;,en,Wild Bunch ;Mpower Pictures ;Krannel Pictures ;,02/16/12,454516,92,-3
Jackie,01:39:51,99,1/19/18,9000000,Drama ;,en,Fox Searchlight Pictures ;Why Not Productions ;Wild Bunch ;Protozoa Pictures ;Bliss Media ;LD Entertainment ;Fabula ;Endemol Shine Studios ;Jackie Productions  ;II ;,02/16/12,13960394,100,-1
Justice League: Doom,01:13:39,73,,0,Action ;Animation ;Thriller ;,en,DC Comics ;Warner Bros ;Animation ;DC Entertainment ;,02/28/12,0,77,-4
Impostor,01:34:21,94,,40000000,Action ;Science ;Fiction ;Thriller ;,en,Dimension Films ;Marty Katz Productions ;Mojo Films ;PK Pictures ;,03/01/12,0,102,-8
I Am David,01:27:59,87,,0,Drama ;Family ;,en,,03/03/12,0,90,-3
Miss Potter,01:28:49,88,,30000000,Drama ;Family ;Romance ;,en,BBC Films ;,03/06/12,35078241,92,-4
Scooby-Doo! Music of the Vampire,01:18:13,78,,0,Animation ;Family ;Mystery ;,en,Warner Bros ;Animation ;Hanna Barbera Production ;,03/13/12,0,79,-1
Exodus: Gods and Kings,02:30:49,150,,140000000,Adventure ;Drama ;Action ;,en,Scott Free Productions ;Chernin Entertainment ;Babieka ;Volcano Films ;,03/14/12,268031828,150,0
Point Break,01:53:27,113,4/15/12,105000000,Action ;Crime ;Thriller ;,en,Studio Babelsberg ;Alcon Entertainment ;DMG Entertainment ;Ehman Productions ;,03/15/12,133718711,114,-1
Get the Gringo,01:35:40,95,,35000000,Action ;Thriller ;Crime ;Drama ;,en,Icon Productions ;Airborne Productions ;,03/15/12,0,95,0
Breaking Wind,01:21:00,81,,0,Horror ;Comedy ;,en,,03/27/12,0,83,-2
Wrath of the Titans,01:39:29,99,3/30/12,150000000,Adventure ;,en,Legendary Pictures ;Thunder Road Pictures ;Warner Bros ;Cott Productions ;Furia de Titanes II ;,03/27/12,301000000,99,0
The Golden Compass,01:53:17,113,3/28/08,180000000,Adventure ;Fantasy ;,en,New Line Cinema ;Ingenious Film Partners ;Depth of Field ;Scholastic Productions ;,04/07/12,372234864,113,0
Armored,01:24:12,84,4/12/11,20000000,Action ;Crime ;Drama ;Thriller ;,en,Screen Gems ;Stars Road Entertainment ;Farah Films  ;Management ;Buckaroo Entertainment ;,04/09/12,22942221,88,-4
Everybody's Fine,01:39:19,99,,21000000,Drama ;,en,Miramax Films ;Hollywood Gang Productions ;Radar Pictures ;,04/09/12,0,99,0
Wrecked,01:29:49,89,,0,Thriller ;Mystery ;,en,Canada ;Independent Edge FIlms ;Canadian Film or Video Production Tax Credit  ;CPTC ;Province of British Columbia Film Incentive BC ;Three ;Seven Entertainment ;,04/10/12,8020,91,-2
Christmas Eve,01:32:36,92,null,0,Romance ;Comedy ;,en,Unstuck ;,04/15/12,0,95,-3
The Letters,01:53:43,113,,1,Drama ;,en,Freestyle Releasing ;Big Screen Productions ;Cinema West Films ;,04/15/12,1,114,-1
Think Like a Man,02:02:03,122,,12000000,Comedy ;Romance ;,en,Rainforest Films ;,04/16/12,96070507,122,0
The Lucky One,01:40:50,100,,25000000,Drama ;Romance ;,en,Village Roadshow Pictures ;DiNovi Pictures ;Warner Bros ;Langley Park Production ;,04/19/12,99357138,101,-1
To the Arctic,40:20:00,40,,0,Documentary ;,en,MacGillivray Freeman Films ;IMAX ;Warner Bros ;,04/20/12,0,40,0
Darling Companion,01:43:36,103,,0,Drama ;Romance ;,en,Kasdan Pictures ;Werc Werk Works ;,04/20/12,0,103,0
Nazis at the Center of the Earth,01:23:55,83,,0,Adventure ;Horror ;Action ;Thriller ;Science ;Fiction ;,en,The Asylum ;,04/23/12,0,90,-7
The Avengers,02:22:55,142,5/5/12,220000000,Science ;Fiction ;Action ;Adventure ;,en,Paramount Pictures ;Marvel Studios ;,04/25/12,1519557910,143,-1
The Last Samurai,02:34:11,154,,140000000,Drama ;Action ;War ;History ;,en,Cruise ;Wagner Productions ;Warner Bros ;Radar Pictures ;Bedford Falls Company ;The ;,05/03/12,456758981,154,0
Cadillac Records,01:43:56,103,,12000000,Drama ;History ;Music ;,en,Parkwood Entertainment ;,05/08/12,0,109,-6
Punisher: War Zone,01:42:42,102,,20500000,Action ;Crime ;,en,Lionsgate ;MHF Zweite Academy Film ;Marvel Knights ;Valhalla Motion Pictures ;SGF Entertainment ;Muse Entertainment ;,05/08/12,10089373,102,0
Wild,01:52:10,112,,15000000,Drama ;,en,Fox Searchlight Pictures ;Pacific Standard ;,05/14/12,52501541,115,-3
Stolen,01:35:50,95,1/13/03,35000000,Action ;Crime ;Drama ;Thriller ;,en,Saturn Films ;Nu Image Films ;Millennium Films ;,05/17/12,2106557,96,-1
On the Road,02:17:15,137,,25000000,Adventure ;Drama ;,en,American Zoetrope ;France  ;Cin ;VideoFilmes ;Vanguard Films ;Canal ;SPAD Films ;MK ;Productions ;Film ;Cin ;France T ;Nomadic Pictures ;Kramer  ;Sigman Films ;Jerry Leider Company ;,05/22/12,8784318,137,0
Chernobyl Diaries,01:28:23,88,,0,Horror ;Thriller ;,en,Alcon Entertainment ;FilmNation Entertainment ;Oren Peli  ;Brian Witten Pictures ;,05/24/12,18112929,88,0
Prometheus,02:03:44,123,9/2/12,130000000,Science ;Fiction ;Adventure ;Mystery ;,en,Twentieth Century Fox Film Corporation ;Dune Entertainment ;Scott Free Productions ;Brandywine Productions ;,05/30/12,403170142,124,-1
Analyze That,01:35:47,95,,60000000,Comedy ;Crime ;,en,Village Roadshow Pictures ;NPV Entertainment ;Warner Bros ;Tribeca Productions ;Baltimore Spring Creek Pictures ;Face Productions ;,06/02/12,55003135,96,-1
In Vogue: The Editor's Eye,01:26:17,86,,0,Documentary ;,en,,06/12/12,0,90,-4
Rock of Ages,02:12:07,132,,75000000,Comedy ;Drama ;Music ;Romance ;,en,New Line Cinema ;Offspring Entertainment ;Corner Store Entertainment ;Material Pictures ;,06/13/12,59418613,123,9
The Girl from the Naked Eye,01:17:47,77,,1100000,Action ;Romance ;Thriller ;,en,MiniFlix Films ;,06/15/12,0,80,-3
Collateral Beauty,01:32:38,92,,36000000,Drama ;Romance ;,en,New Line Cinema ;Village Roadshow Pictures ;Likely Story ;Anonymous Content ;Overbrook Entertainment ;PalmStar Media ;,06/16/12,87416021,97,-5
Abraham Lincoln: Vampire Hunter,01:40:40,100,,69000000,Action ;Fantasy ;Horror ;,en,Twentieth Century Fox Film Corporation ;Bazelevs Production ;Tim Burton Productions ;Abraham Productions ;Location Gourmet ;,06/20/12,112265139,94,6
Brave,01:33:37,93,6/19/12,185000000,Animation ;Adventure ;Comedy ;Family ;Action ;Fantasy ;,en,Walt Disney Pictures ;Pixar Animation Studios ;,06/21/12,538983207,93,0
Grassroots,01:38:22,98,,0,Comedy ;Drama ;,en,,06/22/12,0,98,0
Ice Age: Continental Drift,01:27:44,87,7/27/12,95000000,Animation ;Comedy ;Adventure ;Family ;,en,Blue Sky Studios ;Twentieth Century Fox Animation ;,06/26/12,877244782,88,-1
The Amazing Spider-Man,02:16:17,136,8/27/12,215000000,Action ;Adventure ;Fantasy ;,en,Columbia Pictures ;Laura Ziskin Productions ;Marvel Entertainment ;,06/27/12,752215857,136,0
Beasts of the Southern Wild,01:29:48,89,6/27/12,1800000,Drama ;Fantasy ;,en,Journeyman Pictures ;Court  ;Pictures ;Cinereach ;,06/29/12,21107746,93,-4
Forty Shades of Blue,01:48:26,108,,1500000,Drama ;Romance ;,en,Charlie Guidance ;Flux Films ;High Line Productions ;Tiny Dancer Films ;,07/05/12,0,108,0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",02:23:00,143,3/8/06,180000000,Adventure ;Family ;Fantasy ;,en,Walt Disney ;Walden Media ;,07/05/12,748806957,143,0
Blood Diamond,02:23:21,143,,100000000,Drama ;Thriller ;Action ;,en,Bedford Falls Productions ;Lonely Film Productions GmbH  ;Co ;KG ;Virtual Studios ;Spring Creek Productions ;Warner Bros ;Initial Entertainment Group  ;IEG ;Liberty Pictures ;,07/06/12,170877916,143,0
Mission: Impossible - Ghost Protocol,02:12:56,132,1/28/12,145000000,Action ;Thriller ;Adventure ;,en,Paramount Pictures ;Skydance Productions ;Bad Robot ;TC Productions ;Revolution Sun Studios ;Kontsept Film Company ;,07/11/12,694713380,133,-1
The Dark Knight Rises,02:44:33,164,8/27/12,250000000,Action ;Crime ;Drama ;Thriller ;,en,Legendary Pictures ;Warner Bros ;DC Entertainment ;Syncopy ;,07/16/12,1084939099,165,-1
Ruby Sparks,01:39:44,99,,0,Comedy ;Romance ;Fantasy ;Drama ;,en,Fox Searchlight Pictures ;,07/25/12,9128263,104,-5
The Watch,01:36:46,96,,68000000,Comedy ;,en,Ingenious Film Partners ;Ingenious Media ;Twentieth Century Fox Film Corporation ;Dune Entertainment ;Laps Entertainment ;Dune Entertainment III ;Big Screen Productions ;Down Productions ;,07/26/12,68267862,98,-2
Blade: Trinity,01:52:53,112,,65000000,Science ;Fiction ;Action ;Horror ;Thriller ;Adventure ;Fantasy ;,en,New Line Cinema ;Amen Ra Films ;Shawn Danielle Productions Ltd ;Imaginary Forces ;Marvel Enterprises ;Peter Frankfurt Productions ;,08/04/12,128905366,123,-11
Black Snake Moan,01:49:43,109,,15000000,Drama ;,en,Paramount Classics ;,08/06/12,10903846,116,-7
The Holiday,02:15:45,135,,85000000,Comedy ;Romance ;,en,Columbia Pictures ;Universal Pictures ;Waverly Films ;Relativity Media ;,08/06/12,194168700,136,-1
About Cherry,01:24:54,84,,2500000,Drama ;,en,Gordon Bijelonic  ;Datari Turner Films ;Enderby Entertainment ;,08/09/12,,98,-14
The Princess and the Frog,01:33:26,93,,105000000,Romance ;Family ;Animation ;Music ;,en,Walt Disney Pictures ;Walt Disney Animation Studios ;,08/09/12,267045765,97,-4
The Tourist,01:43:28,103,2/13/11,100000000,Action ;Thriller ;Romance ;,en,Columbia Pictures ;Spyglass Entertainment ;Peninsula Films ;StudioCanal ;Sony Pictures Releasing ;GK Films ;Sony Pictures Worldwide Acquisitions  ;SPWA ;Italian Tax Credit ;Birnbaum ;Barber ;Cineroma SRL ;French Tax Credit ;,08/10/12,278731369,103,0
New Year's Eve,01:57:54,117,,56000000,Comedy ;Romance ;,en,New Line Cinema ;,08/11/12,142044638,118,-1
The Odd Life of Timothy Green,01:44:35,104,,0,Fantasy ;Drama ;Comedy ;Family ;,en,Walt Disney Pictures ;,08/15/12,51854875,105,-1
Hit & Run,01:29:33,89,null,2000000,Action ;Comedy ;Romance ;,en,Primate Pictures ;Kim and Jim Productions ;Panay Films ;Exclusive Media Group ;,08/22/12,14400000,100,-11
Compliance,01:29:06,89,,0,Drama ;Thriller ;Crime ;,en,Muskat Filmed Properties ;Bad Cop Bad Cop Film Productions ;Dogfish Pictures ;,08/23/12,319285,90,-1
Thunderstruck,01:33:54,93,,0,Comedy ;,en,Warner Premiere ;Stunts Unlimited ;,08/24/12,0,94,-1
Hemingway & Gellhorn,02:26:36,146,5/28/12,19500000,Movie ;Drama ;Romance ;,en,Home Box Office  ;HBO ;Attaboy Films ;For Whom Productions ;,08/27/12,0,155,-9
Ocean's Twelve,02:05:18,125,,110000000,Thriller ;Crime ;,en,Village Roadshow Pictures ;Section Eight ;Jerry Weintraub Productions ;Warner Bros ;WV Films III ;,09/04/12,362744280,125,0
300,01:54:02,114,6/14/07,65000000,Action ;Adventure ;War ;,en,Virtual Studios ;Legendary Pictures ;Hollywood Gang Productions ;Atmosphere Entertainment MM ;Warner Bros ;Nimar Studios ;Cruel and Unusual Films ;,09/06/12,422610419,117,-3
Gran Torino,01:53:40,113,,33000000,Drama ;,en,Village Roadshow Pictures ;Malpaso Productions ;Gerber Pictures ;Warner Bros ;Double Nickel Entertainment ;Matten Productions ;WV Films IV ;,09/08/12,269958228,116,-3
Yes Man,01:44:23,104,,70000000,Comedy ;,en,Village Roadshow Pictures ;The Zanuck Company ;Heyday films ;Warner Bros ;,09/08/12,225990978,104,0
Between Us,01:30:35,90,,0,Drama ;,en,Skyscraper Films ;Votiv Films ;Bugeater Films ;,09/13/12,0,90,0
Age of Ice,01:24:51,84,,0,Science ;Fiction ;Adventure ;,en,The Asylum ;,09/14/12,0,85,-1
Arbitrage,01:46:45,106,,12000000,Drama ;Thriller ;,en,Lionsgate ;Artina Films ;Lucky Monkey Pictures ;Green Room Films ;Treehouse Pictures ;Alvernia Studios ;LB Productions ;Parlay Films ;,09/14/12,35485056,100,6
Sugar Mountain,01:37:18,97,,0,Drama ;Thriller ;,en,Yellow Brick Films ;,09/16/12,0,106,-9
The Citizen,01:30:46,90,,0,,en,,09/19/12,0,99,-9
Hotel Transylvania,01:31:19,91,1/13/11,85000000,Animation ;Comedy ;Family ;Fantasy ;,en,Columbia Pictures ;Sony Pictures Animation ;,09/20/12,358375603,91,0
Trouble with the Curve,01:51:12,111,,0,Drama ;Romance ;,en,Malpaso Productions ;Warner Bros ;,09/21/12,0,111,0
Vanilla Sky,02:11:01,131,,68000000,Drama ;Mystery ;Romance ;Science ;Fiction ;Thriller ;,en,Paramount Pictures ;Cruise ;Wagner Productions ;Vinyl Films ;,10/01/12,203388341,136,-5
The Life Aquatic with Steve Zissou,01:58:20,118,,50000000,Adventure ;Comedy ;Drama ;,en,Touchstone Pictures ;American Empirical Pictures ;,10/04/12,34808403,119,-1
The Day the Earth Stood Still,01:43:25,103,,80000000,Drama ;Science ;Fiction ;Thriller ;,en,Twentieth Century Fox Film Corporation ;Dune Entertainment III ;Earth Canada Productions ;Hammerhead Productions ;Arts Entertainment ;,10/08/12,233093859,104,-1
Invictus,02:13:35,133,,60000000,Drama ;History ;,en,Spyglass Entertainment ;Malpaso Productions ;Revelations Entertainment ;Mace Neufeld Productions ;Warner Bros ;Liberty Pictures  ;II ;,10/09/12,122233971,134,-1
Ghost Rider: Spirit of Vengeance,01:35:24,95,4/20/12,57000000,Action ;Fantasy ;Thriller ;,en,Columbia Pictures ;Imagenation Abu Dhabi FZ ;Marvel Entertainment ;Marvel Knights ;Hyde Park Entertainment ;Crystal Sky Pictures ;Michael De Luca Productions ;,10/11/12,149217355,95,0
The Hobbit: The Battle of the Five Armies,02:24:24,144,1/23/15,250000000,Action ;Adventure ;Fantasy ;,en,WingNut Films ;New Line Cinema ;Warner Bros ;Pictures ;Foot ;Metro ;Goldwyn ;Mayer  ;MGM ;,10/14/12,956019788,144,0
Paranormal Activity 4,01:23:38,83,,5000000,Horror ;,en,Paramount Pictures ;Blumhouse Productions ;Room  ;Solana Films ;,10/17/12,142817992,95,-12
Nobody Walks,01:22:47,82,,0,Drama ;,en,,10/19/12,24995,83,-1
Fun Size,01:22:51,82,10/12/12,14000000,Comedy ;,en,Paramount Pictures ;Nickelodeon Movies ;Anonymous Content ;Fake Empire ;,10/25/12,11417362,87,-5
Ali,02:36:35,156,,107000000,Drama ;,en,Columbia Pictures Corporation ;,11/01/12,87713825,157,-1
A Beautiful Mind,02:15:31,135,,60000000,Drama ;Romance ;,en,Imagine Entertainment ;DreamWorks SKG ;Universal Pictures ;,11/01/12,313542341,135,0
The Good Shepherd,02:40:30,160,,85000000,Drama ;Thriller ;History ;,en,Universal Pictures ;American Zoetrope ;Morgan Creek Productions ;,11/06/12,59908565,167,-7
Inkheart,01:46:01,106,,60000000,Adventure ;Family ;Fantasy ;,en,New Line Cinema ;Internationale Filmproduktion Blackbird Erste ;,11/08/12,57490374,106,0
Yogi Bear,01:20:23,80,,80000000,Comedy ;Family ;Animation ;Adventure ;,en,De Line Pictures ;Warner Bros ;Animation ;Sunswept Entertainment ;Rhythm and Hues ;Picnic Basket ;,11/10/12,201584141,80,0
The Hobbit: The Desolation of Smaug,03:06:35,186,2/21/14,250000000,Adventure ;Fantasy ;,en,WingNut Films ;New Line Cinema ;Warner Bros ;Pictures ;Metro ;Goldwyn ;Mayer  ;MGM ;,11/13/12,958400000,161,25
The Big Short,02:03:39,123,,28000000,Comedy ;Drama ;,en,Paramount Pictures ;Plan B Entertainment ;Regency Enterprises ;,11/15/12,133346506,130,-7
Price Check,01:32:05,92,,0,Drama ;Comedy ;,en,Dolly Hall Productions ;NYRA Productions ;,11/16/12,0,92,0
Life of Pi,02:06:58,126,11/22/12,120000000,Adventure ;Drama ;Action ;,en,Ingenious Film Partners ;Ingenious Media ;Dune Entertainment ;Fox  ;Pictures ;Big Screen Productions ;Haishang Films ;,11/20/12,609016565,127,-1
Rise of the Guardians,01:33:11,93,11/16/12,145000000,Fantasy ;Animation ;Family ;,en,DreamWorks Animation ;,11/21/12,306941670,97,-4
Hitchcock,01:34:01,94,,0,Drama ;,en,Fox Searchlight Pictures ;Ingenious Media ;Dune Entertainment ;Cold Spring Pictures ;The Montecito Picture Company ;Big Screen Productions ;Prana Studios ;,11/22/12,23570541,98,-4
The Hobbit: An Unexpected Journey,02:49:37,169,2/22/13,250000000,Adventure ;Fantasy ;Action ;,en,WingNut Films ;New Line Cinema ;Warner Bros ;Pictures ;Metro ;Goldwyn ;Mayer  ;MGM ;,11/26/12,1021103568,169,0
Love Don't Cost a Thing,01:40:43,100,,0,Comedy ;Drama ;Family ;Romance ;,en,Alcon Entertainment ;Burg ;Koules Productions ;CRML Productions ;,12/03/12,0,105,-5
Something's Gotta Give,02:05:20,125,,80000000,Drama ;Comedy ;Romance ;,en,Columbia Pictures Corporation ;Waverly Films ;Warner Bros ;,12/03/12,266728738,128,-3
We Are Marshall,02:11:33,131,,65000000,Drama ;,en,Legendary Pictures ;Thunder Road Pictures ;Wonderland Sound and Vision ;Warner Bros ;,12/06/12,43545364,124,7
The Perfect Holiday,01:35:53,95,,0,Comedy ;Drama ;Romance ;Family ;,en,Destination Films ;Truenorth Productions ;Capital Arts Entertainment ;Yari Film Group ;Flavor Unit Entertainment ;,12/07/12,5800000,96,-1
Top Five,01:34:03,94,,0,Drama ;Comedy ;,en,Paramount Pictures ;IAC Film ;Jax Media ;,12/14/12,25434291,102,-8
Seventh Son,01:38:08,98,1/16/15,95000000,Adventure ;Fantasy ;,en,Legendary Pictures ;Thunder Road Pictures ;Outlaw Sinema ;Moving Picture Company  ;MPC ;Pendle Mountain Productions ;China Film Co ;,12/14/12,114178613,102,-4
Jack Reacher,02:05:04,125,2/16/13,60000000,Crime ;Drama ;Thriller ;,en,Paramount Pictures ;Mutual Film Company ;Skydance Productions ;TC Productions ;,12/20/12,218340595,130,-5
Django Unchained,02:45:10,165,12/13/05,100000000,Drama ;Western ;,en,Columbia Pictures ;The Weinstein Company ;,12/25/12,425368238,165,0
"Batman: The Dark Knight Returns, Part 2",01:15:49,75,,3500000,Action ;Animation ;,en,DC Comics ;Warner Bros ;Animation ;Warner Premiere ;DC Entertainment ;,01/18/13,0,78,-3
Stolen Seas,01:30:33,90,,0,,en,,01/18/13,0,90,0
Ass Backwards,01:24:42,84,,3000000,Adventure ;Comedy ;,en,Worldview Entertainment ;,01/21/13,0,90,-6
Bullet to the Head,01:26:25,86,9/13/07,55000000,Action ;Crime ;Thriller ;,en,Dark Castle Entertainment ;After Dark Films ;IM Global ;Automatik Entertainment ;Silver Reel ;EMJAG Productions ;Millar Gough Ink ;Headshot Films ;,01/31/13,9489829,92,-6
Prince Avalanche,01:34:30,94,,725000,Comedy ;Drama ;,en,Muskat Filmed Properties ;Dogfish Pictures ;,02/13/13,0,94,0
Saving Lincoln,01:42:14,102,,700000,Drama ;History ;,en,Lane Street Pictures ;Pictures from the Fringe ;,02/15/13,0,101,1
Jack the Giant Slayer,01:54:21,114,3/25/13,195000000,Action ;Family ;Fantasy ;,en,New Line Cinema ;Original Film ;Legendary Pictures ;Warner Bros ;Big Kid Pictures ;Bad Hat Harry Productions ;,02/27/13,197687603,114,0
Along the Roadside,01:42:55,102,,250000,Romance ;Comedy ;Music ;,en,Metakwon Filmworks ;,02/28/13,0,108,-6
500 MPH Storm,01:26:58,86,,3000000,Action ;Science ;Fiction ;,en,Asylum ;The ;Indy Entertainment ;,02/28/13,0,90,-4
Stoker,01:38:28,98,,12000000,Drama ;Horror ;Thriller ;,en,Fox Searchlight Pictures ;Scott Free Productions ;Indian Paintbrush ;,02/28/13,12077441,99,-1
The Incredible Burt Wonderstone,01:40:18,100,,30000000,Comedy ;,en,New Line Cinema ;Benderspink ;Carousel Productions ;,03/14/13,27437881,100,0
Welcome to the Punch,01:39:42,99,6/13/12,8500000,Action ;Adventure ;Crime ;,en,Scott Free Productions ;IM Global ;Automatik Entertainment ;Worldview Entertainment ;Between The Eyes ;,03/15/13,9747,99,0
Olympus Has Fallen,01:53:40,113,12/29/13,70000000,Action ;Thriller ;,en,Nu Image Films ;Millennium Films ;,03/20/13,161025640,120,-7
The Croods,01:37:54,97,4/20/13,135000000,Adventure ;Animation ;Comedy ;Family ;Fantasy ;,en,DreamWorks Animation ;,03/20/13,585178928,98,-1
Scavengers,01:30:50,90,,0,Action ;Science ;Fiction ;,de,California Pictures ;,03/21/13,0,94,-4
The Host,02:05:38,125,,44000000,Action ;Adventure ;Romance ;Science ;Fiction ;Thriller ;,en,Nick Wechsler Productions ;Open Road Films ;Silver Reel ;Chockstone Pictures ;,03/22/13,63327201,125,0
Love and Honor,01:33:03,93,,0,Drama ;Romance ;War ;,en,Deep Blue Pictures ;Red  ;,03/22/13,0,92,1
Phil Spector,01:27:54,87,,0,Movie ;Drama ;,en,HBO Films ;,03/24/13,0,92,-5
G.I. Joe: Retaliation,02:02:59,122,4/15/13,130000000,Adventure ;Action ;Science ;Fiction ;Thriller ;,en,Paramount Pictures ;Di Bonaventura Pictures ;Hasbro ;Skydance Productions ;Metro ;Goldwyn ;Mayer  ;MGM ;Saints LA ;,03/26/13,371876278,110,12
Adult World,01:33:31,93,,0,Comedy ;,en,Anonymous Content ;Treehouse Pictures ;,04/18/13,0,107,-14
Sunlight Jr.,01:33:30,93,,0,Drama ;,en,Original Media ;Empyrean Pictures ;Freight Yard Films ;Alchemedia Films ;,04/20/13,0,94,-1
Trust Me,01:29:08,89,,0,Comedy ;,en,Unified Pictures ;Bron Studios ;Amberdale Productions ;,04/20/13,0,90,-1
A Birder's Guide to Everything,01:25:57,85,,0,Comedy ;,en,Fly Productions ;Escape Pictures ;Lavender Pictures ;There We Go Films ;,04/21/13,0,86,-1
Epic,01:38:03,98,11/29/13,100000000,Animation ;Adventure ;Family ;Fantasy ;,en,Blue Sky Studios ;Twentieth Century Fox Animation ;,05/15/13,268426634,102,-4
The English Teacher,01:26:23,86,,0,Comedy ;Drama ;,en,Artina Films ;Procinvest Sas ;Mirabelle Pictures Productions ;,05/16/13,104810,91,-5
Frances Ha,01:26:08,86,,0,Comedy ;Drama ;,en,Scott Rudin Productions ;RT Features ;Pine District Pictures ;,05/17/13,4069826,86,0
Behind the Candelabra,01:54:00,114,,23000000,Drama ;Romance ;,en,Jerry Weintraub Productions ;HBO Films ;,05/26/13,15600000,118,-4
Now You See Me,02:04:42,124,10/13/10,75000000,Thriller ;Crime ;,en,Summit Entertainment ;O Paper Products ;SOIXAN ;E QUIN ;See Me Louisiana ;,05/29/13,117698894,115,9
After Earth,01:40:03,100,12/13/07,130000000,Science ;Fiction ;Action ;Adventure ;,en,Columbia Pictures ;Blinding Edge Pictures ;Overbrook Entertainment ;,05/30/13,243843127,100,0
Goodbye World,01:39:08,99,,0,Drama ;Comedy ;,en,Gather Films ;Picturesque Films ;,06/15/13,0,101,-2
Monsters University,01:39:29,99,8/23/13,200000000,Animation ;Family ;,en,Walt Disney Pictures ;Pixar Animation Studios ;,06/20/13,743559607,104,-5
Life of a King,01:37:40,97,6/22/13,0,Drama ;,en,,06/22/13,0,101,-4
Despicable Me 2,01:37:56,97,10/14/01,76000000,Animation ;Comedy ;Family ;,en,Universal Pictures ;Illumination Entertainment ;,06/25/13,970761885,98,-1
White House Down,02:05:57,125,7/22/13,150000000,Action ;Drama ;Thriller ;,en,Columbia Pictures ;Centropolis Entertainment ;Iron Horse Entertainment  ;II ;Mythology Entertainment  ;II ;,06/27/13,205366737,131,-6
